clip_id,source_video_id,domain,split,duration_sec,clip_path,transcript
foHGym4mQR8_000069,foHGym4mQR8,issu,train,4.88,kmsav_pilot/cropped/foHGym4mQR8/utts/000069.mp4,이 황우치 해변 백사장 복원 사업 직후에 황당한 일이 벌어졌습니다.
foHGym4mQR8_000071,foHGym4mQR8,issu,train,3.44,kmsav_pilot/cropped/foHGym4mQR8/utts/000071.mp4,이 레미콘 3600대 분량에 달하는 모래 대부분이
foHGym4mQR8_000073,foHGym4mQR8,issu,train,4.2,kmsav_pilot/cropped/foHGym4mQR8/utts/000073.mp4,복원 사업 종료 약 2달만에 파도에 모두 쓸려 나갑니다. 대부분
foHGym4mQR8_000075,foHGym4mQR8,issu,train,2.56,kmsav_pilot/cropped/foHGym4mQR8/utts/000075.mp4,네네. 3 레미콘 3600대 분량입니다.
foHGym4mQR8_000079,foHGym4mQR8,issu,train,4.76,kmsav_pilot/cropped/foHGym4mQR8/utts/000079.mp4,"네, 이 쓸려 나간 모래들 어디로 갔을까? 마을 어장 마을 어장을 덮쳤습니다."
foHGym4mQR8_000081,foHGym4mQR8,issu,train,5.96,kmsav_pilot/cropped/foHGym4mQR8/utts/000081.mp4,네네. 지난 2019년에 용역을 맡아서 수행한 한국항만기술단은
foHGym4mQR8_000082,foHGym4mQR8,issu,train,5.16,kmsav_pilot/cropped/foHGym4mQR8/utts/000082.mp4,태풍 등에 의해서 발생하는 강한 해빈류로 인해서 황우치 해변에 모래가 쓸려 나오고
foHGym4mQR8_000084,foHGym4mQR8,issu,train,5.72,kmsav_pilot/cropped/foHGym4mQR8/utts/000084.mp4,화순항 방파제 인근의 조류를 타고 사계리 어장 부근으로 이동한 것으로 이렇게 판단을 했습니다.
foHGym4mQR8_000089,foHGym4mQR8,issu,train,7.08,kmsav_pilot/cropped/foHGym4mQR8/utts/000089.mp4,"네, 사계리 어장과 또 어 화순 화순리 그 어촌 계 그 관리하는 그 어장 도 덮쳤는데요."
foHGym4mQR8_000091,foHGym4mQR8,issu,train,5.64,kmsav_pilot/cropped/foHGym4mQR8/utts/000091.mp4,용역진은 어 황우치 해변에 단기간에 많은 양의 모래를 쏟아 부은 것이
foHGym4mQR8_000093,foHGym4mQR8,issu,train,4.84,kmsav_pilot/cropped/foHGym4mQR8/utts/000093.mp4,황 이 화순항 내측에서 유출되는 모래의 양까지 증가시키면서
foHGym4mQR8_000100,foHGym4mQR8,issu,train,7.56,kmsav_pilot/cropped/foHGym4mQR8/utts/000100.mp4,"네, 토목 사업들로 인해서 악화된 문제를 또 다른 토목 사업으로 풀어 내게 될 그런 상황으로 보입니다. 그래서 아까 삽질에 삽질"
foHGym4mQR8_000104,foHGym4mQR8,issu,train,9.36,kmsav_pilot/cropped/foHGym4mQR8/utts/000104.mp4,거기다가 인제 또 인공 구조물들을 갖다가 설치를 하는 거죠. 이런 상황을 야기한 근본이라고 할 수 있는 즉 화순항 방파제를 그대로 두고서
foHGym4mQR8_000106,foHGym4mQR8,issu,train,9.56,kmsav_pilot/cropped/foHGym4mQR8/utts/000106.mp4,"어 또 다른 토목 공사를 추진하는 것이 얼마나 효과가 있을지 미지수입니다. 이 방파제 때문에 방파제가 원체 길거든요. 800인, 800m 이상 가까이 되는데요."
foHGym4mQR8_000117,foHGym4mQR8,issu,train,2.84,kmsav_pilot/cropped/foHGym4mQR8/utts/000117.mp4,"어 피해 보상을 위한 용역을 실시하고 있는데요,"
foHGym4mQR8_000120,foHGym4mQR8,issu,train,4.08,kmsav_pilot/cropped/foHGym4mQR8/utts/000120.mp4,어업 어업 피해 조사 용역 내년 초에 마무리 된다고 합니다.
foHGym4mQR8_000123,foHGym4mQR8,issu,train,2.6,kmsav_pilot/cropped/foHGym4mQR8/utts/000123.mp4,관심 갖고 바라볼 필요가 있겠습니다. 먼저
foHGym4mQR8_000124,foHGym4mQR8,issu,train,9.36,kmsav_pilot/cropped/foHGym4mQR8/utts/000124.mp4,화순 아 하수 처리장 포화호로 인해서 바다 환경이 악화된 다른 지역의 어민들도 이번 피해 보상 결과를 유의 깊게 바라보게 될 거 같구요.
foHGym4mQR8_000126,foHGym4mQR8,issu,train,9.96,kmsav_pilot/cropped/foHGym4mQR8/utts/000126.mp4,"그리고 무엇보다 국책 사업으로 인해서 도민들을 화순 금모래 해변과 황우치 해변 2곳의 빼어난 그 해수욕장을 잃게 되었다는 점, 기억할 필요가 있겠습니다."
foHGym4mQR8_000129,foHGym4mQR8,issu,train,3.2,kmsav_pilot/cropped/foHGym4mQR8/utts/000129.mp4,무투표 교육위원장입니다.
foHGym4mQR8_000138,foHGym4mQR8,issu,train,6.56,kmsav_pilot/cropped/foHGym4mQR8/utts/000138.mp4,교육 정치라는 것이 이 나이가 굉장히 중요한 부분인가 그런 생각도 어 들게 되는 그런 대목입니다.
foHGym4mQR8_000160,foHGym4mQR8,issu,train,5.0,kmsav_pilot/cropped/foHGym4mQR8/utts/000160.mp4,그런 문제 무투표 당선 문제 교육위원 제도의 문제점으로 거론되기도 했었거든요.
foHGym4mQR8_000164,foHGym4mQR8,issu,train,8.88,kmsav_pilot/cropped/foHGym4mQR8/utts/000164.mp4,어 교육위원들이 교육위원장을 맡아야 한다. 그런 얘기가 또 나오기도 했습니다. 하지만 아 교육위원들 결국 합의하지는 못했다고 했나요?
foHGym4mQR8_000173,foHGym4mQR8,issu,train,3.56,kmsav_pilot/cropped/foHGym4mQR8/utts/000173.mp4,상호 발전적 동반 관계를 유지하도록 노력하겠다. 그렇게 밝혔습니다.
h_oWNspfDU0_000001,h_oWNspfDU0,beau,train,8.6,kmsav_pilot/cropped/h_oWNspfDU0/utts/000001.mp4,여자친구가 생겼어. 만약에 그럼 니 여자친구가 안길 거 아니야. 그럼 이 냄새가 나겠지? 그럼 허 좋다. 이 향 뭐야? 이렇게 할 거 아니야. 그러면 니 기분이 좋을까 안 좋을까 좋겠지?
h_oWNspfDU0_000010,h_oWNspfDU0,beau,train,8.44,kmsav_pilot/cropped/h_oWNspfDU0/utts/000010.mp4,"여름에 땀을 막 너무 흘리고 만났는데, 포옹했는데 약간 땀남새가 확 나거나 고기 냄새가 확 나면은 이제"
h_oWNspfDU0_000011,h_oWNspfDU0,beau,train,6.48,kmsav_pilot/cropped/h_oWNspfDU0/utts/000011.mp4,상대방도 저를 그렇게 느끼지 않을까 걱정도 되고 그랬던 적은 있죠.
h_oWNspfDU0_000012,h_oWNspfDU0,beau,train,9.08,kmsav_pilot/cropped/h_oWNspfDU0/utts/000012.mp4,담배를 피우는 여자친구를 만났는데 냄새가 씁 하고 이렇게 나가지고 저도 이제 다른 사람이 봤을 때 저한테 담배 냄새가 날까 일케 걱정했던 적이 있어요.
h_oWNspfDU0_000014,h_oWNspfDU0,beau,train,2.04,kmsav_pilot/cropped/h_oWNspfDU0/utts/000014.mp4,난 여자랑 데이트할때.
h_oWNspfDU0_000015,h_oWNspfDU0,beau,train,9.0,kmsav_pilot/cropped/h_oWNspfDU0/utts/000015.mp4,저도 중요한 자리 갈 때나 좀 좋은 인상을 주고 싶을 때?
h_oWNspfDU0_000017,h_oWNspfDU0,beau,train,7.0,kmsav_pilot/cropped/h_oWNspfDU0/utts/000017.mp4,"그 향수 냄새는 조금 과한데, 제 연인이나 썸 타는 사람한테 말고 저한테 났으면 하는"
h_oWNspfDU0_000019,h_oWNspfDU0,beau,train,2.64,kmsav_pilot/cropped/h_oWNspfDU0/utts/000019.mp4,그런 은은하고 달달한 향? 그런 향이라서 골랐
h_oWNspfDU0_000025,h_oWNspfDU0,beau,train,3.84,kmsav_pilot/cropped/h_oWNspfDU0/utts/000025.mp4,니는 뭔데? 좋은 향기 나면 계쏙 코 박고 크흥크흥크흥크
h_oWNspfDU0_000026,h_oWNspfDU0,beau,train,4.12,kmsav_pilot/cropped/h_oWNspfDU0/utts/000026.mp4,막 이렇게 하거든요. 그러고 싶은 향. 전. 넌 누구한테 할껀데?
h_oWNspfDU0_000036,h_oWNspfDU0,beau,train,2.04,kmsav_pilot/cropped/h_oWNspfDU0/utts/000036.mp4,그러면은 영상 편지 한번 써라.
h_oWNspfDU0_000039,h_oWNspfDU0,beau,train,3.2,kmsav_pilot/cropped/h_oWNspfDU0/utts/000039.mp4,"승준아. 내가 이거 꼭 보내줄 테니까,"
h_oWNspfDU0_000040,h_oWNspfDU0,beau,train,5.92,kmsav_pilot/cropped/h_oWNspfDU0/utts/000040.mp4,집에 이불에도 뿌리고 어? 베개에도 뿌리고 입에도 뿌리고 좀 그렇게 해 어? 옷에도 뿌리고
h_oWNspfDU0_000052,h_oWNspfDU0,beau,train,5.12,kmsav_pilot/cropped/h_oWNspfDU0/utts/000052.mp4,뭐 내 살에서 채취해서 좋은 향기 나 이런 은은한 향이란 말이야. 그래서 약간
h_oWNspfDU0_000053,h_oWNspfDU0,beau,train,8.8,kmsav_pilot/cropped/h_oWNspfDU0/utts/000053.mp4,뭐 연애 중이거나? 약간 소개를 받을려고 하시거나? 썸 타는 그런 사람들이 쓰면은 되게 자연스럽고 향도 은은하게 나고 좋
h_oWNspfDU0_000056,h_oWNspfDU0,beau,train,3.48,kmsav_pilot/cropped/h_oWNspfDU0/utts/000056.mp4,어헉 일단 써라 써라 일단 내꺼 같이 사줘 응.
h_oWNspfDU0_000059,h_oWNspfDU0,beau,train,6.08,kmsav_pilot/cropped/h_oWNspfDU0/utts/000059.mp4,"이제 운동을 좋아하셔 가지고 땀이 많이 나시는 분들이나, 아니면 저 처럼 담배 냄새 걱정 많이 하시는 분들한테"
h_oWNspfDU0_000060,h_oWNspfDU0,beau,train,5.72,kmsav_pilot/cropped/h_oWNspfDU0/utts/000060.mp4,진짜 이거 마구마구 뿌리시면 이것도 대용량이여가지고 아주 좋으실 것 같아요.
h_oWNspfDU0_000063,h_oWNspfDU0,beau,train,3.48,kmsav_pilot/cropped/h_oWNspfDU0/utts/000063.mp4,뭔 소린데 너는 니 방에 빨리 뿌려라. 니 니 몸에 뿌려라.
kGW7tikzUNQ_000002,kGW7tikzUNQ,issu,train,5.36,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000002.mp4,기업 모닝노틉니다. 서상영 팀장 모시고 시장 사항들 살펴보도록 하겠습니다. 어서오십시오.
kGW7tikzUNQ_000010,kGW7tikzUNQ,issu,train,5.72,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000010.mp4,내가 볼 때는 뭐 먼저 저기 그 한번 질러보면 NATO 가 있잖아요.
kGW7tikzUNQ_000012,kGW7tikzUNQ,issu,train,6.36,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000012.mp4,에 NATO가 있는데 지금 인제 그 이 프랑스의 그 이 누구 마크롱이
kGW7tikzUNQ_000016,kGW7tikzUNQ,issu,train,7.8,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000016.mp4,일단 뭐 트럼프가 한 얘기를 좀 잘 봐야 될 것 같습니다. 근까 트럼프는 무슨 얘기를 했냐면
kGW7tikzUNQ_000017,kGW7tikzUNQ,issu,train,8.16,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000017.mp4,어 중국과의 무역협상을 타결할 사람은 나 밖에 없다. 나만이 무역 협상을 타결할 수 있어.
kGW7tikzUNQ_000019,kGW7tikzUNQ,issu,train,9.48,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000019.mp4,이게 좀 지연되면 때는 대선 이후에 할 수도 있어. 이런 얘기를 했거든요. 근데 그러나 그럼에도 불구하고
kGW7tikzUNQ_000020,kGW7tikzUNQ,issu,train,6.52,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000020.mp4,중국이 무역협상을 원하고 있기 때문에 뭐 금융적으로 잘 진행될 수도 있어.
kGW7tikzUNQ_000023,kGW7tikzUNQ,issu,train,5.28,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000023.mp4,왜그냐면 미국과 미국 국민들중에 67%가
kGW7tikzUNQ_000024,kGW7tikzUNQ,issu,train,4.96,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000024.mp4,그 트럼프에 대중국 정책에 대해서 찬성을 하고 있다라는 점에 주목할 필요가 있어요.
kGW7tikzUNQ_000026,kGW7tikzUNQ,issu,train,7.28,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000026.mp4,그러다 보니까 대선전에 무역협상을 중국이 무릎을 꿇고 항복해 버리면
kGW7tikzUNQ_000029,kGW7tikzUNQ,issu,train,6.12,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000029.mp4,문제는 인제 이게 여러가지 조건들이 좀 있습니다. 트럼프가 계속적으로
kGW7tikzUNQ_000030,kGW7tikzUNQ,issu,train,6.12,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000030.mp4,"야 이거 관세 부과해 가지고 우리 돈 얼마 벌었어. 뭐 이런 식으로 언급을 하는데, 문제는 뭐냐면"
kGW7tikzUNQ_000031,kGW7tikzUNQ,issu,train,3.92,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000031.mp4,중국에 보통 관세를 부과를 하게 되면.
kGW7tikzUNQ_000034,kGW7tikzUNQ,issu,train,9.64,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000034.mp4,왜그냐면 사는 사람들 입장에서는 관세 부과되 가지고 가격이 올라가면 다른 대체제가 있으면 그쪽으로 가는 거잖아요. 예. 근데.
kGW7tikzUNQ_000035,kGW7tikzUNQ,issu,train,9.64,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000035.mp4,"문제는 대체제가 없는 것들이 있죠. 예를 들어서 빨대, 뭐 이런 것들 이쑤시개 이런것들은 전부다 관세에서 면제해 버렸어요."
kGW7tikzUNQ_000038,kGW7tikzUNQ,issu,train,6.44,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000038.mp4,그러면서 그러면 그 관 그 미국 정부 미국 트럼프가 맨날 돈 벌었다고 하는데 그럼 어디서 나왔냐.
kGW7tikzUNQ_000040,kGW7tikzUNQ,issu,train,6.88,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000040.mp4,얼마전에 뉴욕 연원에서 그와 관련된 보고서를 발표를 했죠. 이것다 미국 기업들하고 미국 소비자들이 부담한거다.
kGW7tikzUNQ_000044,kGW7tikzUNQ,issu,train,3.44,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000044.mp4,"근데, 항상 트럼프는 자기가 잘한거니까"
kGW7tikzUNQ_000046,kGW7tikzUNQ,issu,train,3.68,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000046.mp4,일단 중국으로부터 내가 돈을 이만큼 뺏어왔어. 이런 식으로 언급을 하는 거죠.
kGW7tikzUNQ_000048,kGW7tikzUNQ,issu,train,9.6,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000048.mp4,근데 그럼에도 불구하고 일단 관세로 인해서 피해를 보고 있는게 미국 기업들과 그 소비자들 이건 뭘 얘기를 하는 거냐면
kGW7tikzUNQ_000050,kGW7tikzUNQ,issu,train,7.56,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000050.mp4,뭐 그다음에 4분기도 지금 현재 -1.4%까지 떨어져 있는 상황인데 관세가 만약에 계속적으로 진행이 되면 더 나빠질 수 있죠.
kGW7tikzUNQ_000053,kGW7tikzUNQ,issu,train,8.6,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000053.mp4,"이미 많은 재고를 쌓아놨기 때문에 뭐 관세부과해도 피해는 없을꺼야라고 하는데, 그믄 그걸 팔았던 중국 입장에서는"
kGW7tikzUNQ_000054,kGW7tikzUNQ,issu,train,6.28,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000054.mp4,어 그러면 그때까지는 우리 뭐 우리 안 팔아도 되는데? 그런거 잖아요. 똑같은 소린데.
kGW7tikzUNQ_000055,kGW7tikzUNQ,issu,train,8.16,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000055.mp4,그 조삼모산데 일단 뭐 그 사람들이야 똑똑하다라고 자기들이 생각을 하고 있으니 그런 식으로 한다고 봤을 때
kGW7tikzUNQ_000057,kGW7tikzUNQ,issu,train,5.28,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000057.mp4,그 스마트폰이라던지 뭐 이런 것들 전자제품들이거든요. 그러면 이제 애플.
kGW7tikzUNQ_000058,kGW7tikzUNQ,issu,train,7.2,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000058.mp4,그래서 애플에 이제 감 그 관세 부과를 안 할 수 있다라는 발표를 하는 이유가 이런 것들을 회피하기 위해서
kGW7tikzUNQ_000060,kGW7tikzUNQ,issu,train,5.08,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000060.mp4,문제는 그 지난번에 관세부과 이후에
kGW7tikzUNQ_000063,kGW7tikzUNQ,issu,train,2.44,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000063.mp4,그쪽은 실업률이 올라가기 시작했습니다.
kGW7tikzUNQ_000065,kGW7tikzUNQ,issu,train,9.08,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000065.mp4,그러면 트럼프 입장에서는 이게 무역분쟁과 관련돼 가지고 더 격화되거나 뭐 관세부과하고 난리 부르스를 치면
kGW7tikzUNQ_000066,kGW7tikzUNQ,issu,train,8.96,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000066.mp4,"판벨트하고 러스트 벨트 지역이 실업률이 올라가기 시작하면, 대체적으로 대부분에 그 실업률 자체가 위로 올라가게 됩니다. 그말은"
kGW7tikzUNQ_000067,kGW7tikzUNQ,issu,train,7.68,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000067.mp4,지금 미국까지 미국 대선 역사상 실업률이 올라갈 때 재선에 성공했던 사례는 단 1차례도 없어요.
kGW7tikzUNQ_000068,kGW7tikzUNQ,issu,train,8.08,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000068.mp4,근데 국제 유 그 주식시장이 급락을 했을 때 급락을 했을때에도 재선 재선에 성공했던 사례는 많거든요.
kGW7tikzUNQ_000070,kGW7tikzUNQ,issu,train,7.84,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000070.mp4,"루즈벨트라던지 뭐 이런 쪽에 있었으니까, 그래서 이제 실업률에 더 초점을 맞춰다라고 보시면 될 거에요. 그래서 어제 트럼프가 그 얘기를 했잖아요."
kGW7tikzUNQ_000071,kGW7tikzUNQ,issu,train,7.44,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000071.mp4,뭐 주가 뭐 사상 최고치 경신해서 여기서 좀 빠진다 해도 난 이거보다는 실업률을 더 중시 여길거야 이런 식으로 언급을 했는데
kGW7tikzUNQ_000073,kGW7tikzUNQ,issu,train,3.84,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000073.mp4,실업률이 더 나빠진다는거에 대해서 간과하고 있는거죠.
kGW7tikzUNQ_000078,kGW7tikzUNQ,issu,train,8.92,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000078.mp4,"물론 이제 그렇다 하더라도 그래서 이제 S&P 같은 경우에 1% 넘게 하락을 했다가 지금 0.06% 하락을 했고, 나스닥도 마찬가집니다."
kGW7tikzUNQ_000080,kGW7tikzUNQ,issu,train,8.48,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000080.mp4,"이것도 1.5 2.2% 넘게 급락을 했다가 짐 1.5%로 하락을 했고, 뭐 보면 대체적으로 대부분의 기업들 자체가"
kGW7tikzUNQ_000081,kGW7tikzUNQ,issu,train,6.64,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000081.mp4,"낙폭을 축소하는 모습을 좀 보였었어요. 애플 같은 경우도 2% 넘게 하락을 하다가 많이 줄였고, 문제는 이렇게"
kGW7tikzUNQ_000082,kGW7tikzUNQ,issu,train,9.44,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000082.mp4,물류 회사들 페덱스나 그 유니온퍼시픽이라던지 아니면 이렇게 유니 인테리라든지 인테라는 따른 이유도 있었지만
kGW7tikzUNQ_000085,kGW7tikzUNQ,issu,train,6.8,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000085.mp4,이렇게 되면은 이러 이 문제가 좀 불가 부각이 되니까 국채 시 채권시장이 변동성이 커져 버렸어요.
kGW7tikzUNQ_000087,kGW7tikzUNQ,issu,train,7.36,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000087.mp4,뭐 붓 그 한때 10년물 국채금리가 1.7% 미만으로도 떨어지는 등 제대로 변동성 좀 많이 크게 키웠거든요.
kGW7tikzUNQ_000089,kGW7tikzUNQ,issu,train,9.48,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000089.mp4,고때 이렇게 금융시장에서 변동성 키울 때 가장 큰 문제가 좀 커지는데 이제 그 흐름을 좀 더 지켜 봐야 될 것 같죠. 근데 이제 다만 1가지 좋은 거는
kGW7tikzUNQ_000090,kGW7tikzUNQ,issu,train,9.64,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000090.mp4,"낙폭을 만약에 하락 출발한 이후에 낙폭을 확대했다라면 오늘 우리나라 주식시장도 크게 좀 문제가 삼을 수 있는데,"
kGW7tikzUNQ_000091,kGW7tikzUNQ,issu,train,6.8,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000091.mp4,크게 또 아니라는 점 때문에 조 그나마 조금은 괜찮죠. 그 다음에 또 하나가 있습니다.
kGW7tikzUNQ_000092,kGW7tikzUNQ,issu,train,4.0,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000092.mp4,이게 미중 간에 무역전쟁 이슈가 이제 부각이 되면서 빠진거잖아요.
kGW7tikzUNQ_000094,kGW7tikzUNQ,issu,train,5.84,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000094.mp4,"근데 26일날 미 상무부가 화웨이 관련되서 새로운 조치를 언급을 했었고,"
kGW7tikzUNQ_000095,kGW7tikzUNQ,issu,train,7.24,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000095.mp4,그 다음에 뭐 지난주에 이미 월블스는 15일날 관세를 부과할 수도 있다라고 언급을 했었기 때문에
kGW7tikzUNQ_000096,kGW7tikzUNQ,issu,train,8.36,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000096.mp4,어 그와 관련되서는 무역분쟁과 관련되서는 어제 근까 지난주부터 계속적으로 시장이 영향을 주기 시작했었다라고 봐야 봐야될 것 같애요.
kGW7tikzUNQ_000097,kGW7tikzUNQ,issu,train,4.56,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000097.mp4,그렇기 때문에 우리나라 환율 같은 경우가 크게 좀 올랐던 사례들 좀 있었구요.
kGW7tikzUNQ_000099,kGW7tikzUNQ,issu,train,9.24,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000099.mp4,음 그런 부분들을 감안하면 오늘 뭐 이시 이슈가지고 뭐 크게 하락할 가능성은 높지 않구요. 또 하나가 있었죠. 트럼프가 우리나라 관련되서
kGW7tikzUNQ_000105,kGW7tikzUNQ,issu,train,3.6,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000105.mp4,이제 어제부터 미국에서 하고 있는게 있죠? 방위비
kGW7tikzUNQ_000107,kGW7tikzUNQ,issu,train,4.52,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000107.mp4,"협상 진행중인데, 그와 관련되서 하나의 협상이 기술이라고 보면 되요."
kGW7tikzUNQ_000110,kGW7tikzUNQ,issu,train,4.6,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000110.mp4,통상적으로 하느 하는 얘기가 난 우리나라가 인제 저 저 정은이랑 나랑 친하고
kGW7tikzUNQ_000112,kGW7tikzUNQ,issu,train,9.68,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000112.mp4,쭉 하고 있는데 마지막에 이제 어? 저기 그 저 잘 안되면 어뜩하냐 에이 그러면 한번 쏘면 되지 뭘 이제 그렇게 그런 뉘앙슨데 그걸 이제 우리는 또 크게 썼더라고
kGW7tikzUNQ_000113,kGW7tikzUNQ,issu,train,2.76,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000113.mp4,맞습니다. 좀 그래가지고
kGW7tikzUNQ_000117,kGW7tikzUNQ,issu,train,9.16,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000117.mp4,"아하하하하하. 그래가지고 전반적으로 보면 또 EU와 관련되가지고도 언급을 했었는데, 무역 불균형에 관련돼 가지고 언급을 했었는데,"
kGW7tikzUNQ_000120,kGW7tikzUNQ,issu,train,5.76,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000120.mp4,"미국 미 증시 마감후에 뭐 윌버 로스가 또 자동차 관세 부과할 수도 있다. 그거 배제하지 않고 있다라고 했지만,"
kGW7tikzUNQ_000124,kGW7tikzUNQ,issu,train,7.28,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000124.mp4,예. 그 흐름도 생각을 해보면 우리가 우려했었던 흐름은 조금 약화될 수 있다라고 봐야될 것 같습니다.
kGW7tikzUNQ_000128,kGW7tikzUNQ,issu,train,8.64,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000128.mp4,근데 이제 트럼프가 당선이 될려면 플로리다 지금 현재 경합 지역이 몇 군데가 좀 있어요. 대부분 이제 표가 여론조사 결과 많이 갈라졌는데
kGW7tikzUNQ_000130,kGW7tikzUNQ,issu,train,3.56,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000130.mp4,"플로리다, 애리조나, 펜실베니아, 위스콘신 뭐 이런데 거든요."
kGW7tikzUNQ_000131,kGW7tikzUNQ,issu,train,6.48,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000131.mp4,근데 플로리다나 애리조나 같은 경우는 공화당 이길 가능성이 높기 때문에 트럼프가 당선 펜실베니아가 중요해요.
kGW7tikzUNQ_000133,kGW7tikzUNQ,issu,train,4.08,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000133.mp4,펜실베니아가 약 한 100 그 이시 20표 정도 되거든요?
kGW7tikzUNQ_000135,kGW7tikzUNQ,issu,train,8.8,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000135.mp4,저쪽 북동부쪽에서 이제 오대호 연안 옆에 러스트 벨트 지역 중에 하난데 문제는 여기가 보잉과 관련돼 있는
kGW7tikzUNQ_000137,kGW7tikzUNQ,issu,train,7.52,kmsav_pilot/cropped/kGW7tikzUNQ/utts/000137.mp4,"주력 상품들이 많기 때문에, 자 그 말은 달리 해석을 하면 여기가 또 펜실베니아가 실업률이 올라가고 있어요."
mNKy_V09sa4_000005,mNKy_V09sa4,inte,train,8.68,kmsav_pilot/cropped/mNKy_V09sa4/utts/000005.mp4,네 반갑습니다. 네. 제가 정말 안타까운 수치를 봤습니다. 우리나라가 OECD 국가 중에 자살률 1위라고 합니다. 구체적인 상황이 어떻게 됩니까?
mNKy_V09sa4_000006,mNKy_V09sa4,inte,train,4.6,kmsav_pilot/cropped/mNKy_V09sa4/utts/000006.mp4,예. 한 해에 13092명이 자살로 인해서 죽습니다.
mNKy_V09sa4_000008,mNKy_V09sa4,inte,train,2.76,kmsav_pilot/cropped/mNKy_V09sa4/utts/000008.mp4,하루에 36명이 자살로 인해서 죽는거구요.
mNKy_V09sa4_000010,mNKy_V09sa4,inte,train,3.48,kmsav_pilot/cropped/mNKy_V09sa4/utts/000010.mp4,어 사망 원인으로 한다면 지금 5위에 있습니다.
mNKy_V09sa4_000014,mNKy_V09sa4,inte,train,5.52,kmsav_pilot/cropped/mNKy_V09sa4/utts/000014.mp4,"그다음에 심장. 그다음에 뇌혈관질환, 그다음에 그 폐렴 그다음은 자살"
mNKy_V09sa4_000015,mNKy_V09sa4,inte,train,6.8,kmsav_pilot/cropped/mNKy_V09sa4/utts/000015.mp4,이 밑으로 뭐 당뇨병도 있구요. 간질환이나 밑으로 내려가면 어 교통사고 같은 경우들도 있습니다.
